userID,taskID,expertiseLevel,iteration,reduction_ratio,ssim,psnr,cell,surf
5e767f6c99df851e0e93c629,1,E,0,0.6170539387475241,0.9587227374315263,26.7192908938345,0.0733564487915674,0.000784668663982302
5e767f6c99df851e0e93c629,1,E,1,0.5643347865258718,0.960025372925164,27.052148546255115,0.06627179079642669,0.0006983884467123162
5e767f6c99df851e0e93c629,1,E,2,0.5518237954053992,0.9604002740861628,27.13563765825526,0.06545569195939752,0.0007074128873511952
5e767f6c99df851e0e93c629,1,E,3,0.5584311104855333,0.9603473750784657,27.09873830500916,0.06747452358546614,0.0007560333991399427
5e767f6c99df851e0e93c629,1,E,4,0.5625257476499503,0.9603724483657994,27.07780402976361,0.06871309023706039,0.0007852597933432463
5e767f6c99df851e0e93c629,1,E,5,0.5602598809854422,0.9605163267743918,27.095344335474252,0.06829461026241794,0.0007769601016271767
5e767f6c99df851e0e93c629,1,E,6,0.5654498864323808,0.9603852686998248,27.06265342093525,0.06817622555184429,0.0007575635111531377
5e767f6c99df851e0e93c629,1,E,7,0.5927091643897684,0.9596244083798976,26.893755356310077,0.07063693158449129,0.0007634468769197636
5e767f6c99df851e0e93c629,1,E,8,0.639919736470485,0.9583828312149264,26.619917441687463,0.07559984466161135,0.0008019627234974224
5e767f6c99df851e0e93c629,1,E,9,0.6864171024543266,0.9573213793147577,26.393608779458663,0.08029818307377776,0.0008437861543256308
5e767f6c99df851e0e93c629,1,E,10,0.7093326222763978,0.9571119070053101,26.36840867993168,0.08167805605746001,0.0008531975036021323
5e767f6c99df851e0e93c629,1,E,11,0.7042706884305532,0.9578332292185157,26.55392104216082,0.07944916431680416,0.0008283138648541225
5e767f6c99df851e0e93c629,1,E,12,0.6918205278854667,0.9587934267611115,26.77540431728985,0.07698192832694337,0.0008129734280470215
5e767f6c99df851e0e93c629,1,E,13,0.7026063070796135,0.9589826031427173,26.787389343891395,0.07896409909031717,0.0008652972758032724
5e767f6c99df851e0e93c629,1,E,14,0.7516154392860734,0.9578429325746712,26.46303900469008,0.08748262512080023,0.0010057182824845879
5e767f6c99df851e0e93c629,1,E,15,0.822411915449115,0.955759320508209,25.911730783656534,0.09968741029698427,0.0011875688753900525
5e767f6c99df851e0e93c629,1,E,16,0.8750029960696734,0.9538664208759328,25.426051683545786,0.1091193447433545,0.001318129321882087
5e767f6c99df851e0e93c629,1,E,17,0.8727048697778449,0.9532921824922654,25.28997736104178,0.10994197353759744,0.0013185619522836831
5e767f6c99df851e0e93c629,1,E,18,0.8081012034228474,0.9543974822833275,25.58872960230893,0.10097805807103492,0.0011791017461610263
5e767f6c99df851e0e93c629,1,E,19,0.7085000680681286,0.956573531464209,26.16032287898462,0.08652262697679118,0.000967630914448198
5e767f6c99df851e0e93c629,2,E,0,0.3702600990853659,0.9762370437383654,28.243907300111804,0.13881932915775144,0.001085930940462277
5e767f6c99df851e0e93c629,2,E,1,0.34215999389776425,0.9753113967901967,28.309275497970802,0.13661393696493646,0.0021987032114589907
5e767f6c99df851e0e93c629,2,E,2,0.3470491527403297,0.9736126958449003,27.91217711110306,0.14474350947049824,0.0024007714251607234
5e767f6c99df851e0e93c629,2,E,3,0.3902020945561439,0.9716178815958573,27.176841187929323,0.16116043183047246,0.0018329076884524538
5e767f6c99df851e0e93c629,2,E,4,0.45071658710665985,0.9700780198304448,26.50115118100097,0.17319958496661073,0.001274530250669063
5e767f6c99df851e0e93c629,2,E,5,0.49274959756755277,0.9698221603189774,26.322265182618395,0.16784895921834916,0.0013265733741663786
5e767f6c99df851e0e93c629,2,E,6,0.4939370152353215,0.971179017430648,26.783853085894464,0.14572187054957567,0.0018414829844562506
5e767f6c99df851e0e93c629,2,E,7,0.4675842747950446,0.9734592566116558,27.57050853105498,0.12577008354989497,0.002100795572714369
5e767f6c99df851e0e93c629,2,E,8,0.4580729071673452,0.9750391867732784,28.068615129179523,0.13448996814698996,0.0015709731653430641
5e767f6c99df851e0e93c629,2,E,9,0.5096763917204933,0.9741933529831781,27.766192720255397,0.18617596944925438,0.0005468906739121015
5e767f6c99df851e0e93c629,2,E,10,0.6310536142697212,0.9702228542466144,26.611655029989834,0.26911867684918794,6.671201958691645e-05
5e767f6c99df851e0e93c629,2,E,11,0.7828535086734197,0.9641061523181409,25.069887828737688,0.3492909031977675,0.0010978331896308918
5e767f6c99df851e0e93c629,2,E,12,0.8992580037880171,0.9581522260923855,23.834164574193995,0.3901909742174142,0.0036377005658393196
5e767f6c99df851e0e93c629,2,E,13,0.9286625274784642,0.9548071783520776,23.403938587390765,0.3751388473817543,0.006498215840944531
5e767f6c99df851e0e93c629,2,E,14,0.8642548262974636,0.9553595890945387,23.82653144939559,0.3162783362664416,0.008024245802303749
5e767f6c99df851e0e93c629,2,E,15,0.7433650064408913,0.9593575812779961,24.7614595748133,0.2445056178806586,0.00724524581285479
5e767f6c99df851e0e93c629,2,E,16,0.6184777995570255,0.9650430730429675,25.77627067493038,0.18866587239366758,0.004586442761524228
5e767f6c99df851e0e93c629,2,E,17,0.5235368860401394,0.9704154610330118,26.62243687118131,0.15958801586813973,0.0015851945833559506
5e767f6c99df851e0e93c629,2,E,18,0.4604907881615777,0.9741753928607402,27.289892183033732,0.14950333574673047,-0.00017763454766968768
5e767f6c99df851e0e93c629,2,E,19,0.41278051223891427,0.9760086776737916,27.84541173688138,0.14463869242364047,-0.00012120457981455253
5e767f6c99df851e0e93c629,3,E,0,0.48009037540553073,0.9723710089921952,27.998450481261074,0.14792388010439672,0.001764953653037083
5e767f6c99df851e0e93c629,3,E,1,0.5472167529236209,0.9694257356613419,26.59250720500109,0.1781490783319114,0.0021455081059783276
5e767f6c99df851e0e93c629,3,E,2,0.5337761798926862,0.9665424872545774,24.01618043770058,0.16497133465145253,0.002688968526332461
5e767f6c99df851e0e93c629,3,E,3,0.44929030717742635,0.9655651730856185,21.912521547684534,0.12041587832467461,0.0030039548763057516
5e767f6c99df851e0e93c629,3,E,4,0.3781611521235458,0.9659842940348048,21.26647838802036,0.0844797168964447,0.0028997369727393582
5e767f6c99df851e0e93c629,3,E,5,0.4067387214113049,0.9657241299670779,21.802119232601978,0.09185004181948254,0.0025306832780299594
5e767f6c99df851e0e93c629,3,E,6,0.544474874070449,0.9633342237900885,22.42088601374868,0.14225056367151248,0.0022555984882347956
5e767f6c99df851e0e93c629,3,E,7,0.7068045425328144,0.9596127037839757,22.24866203025973,0.19918090332217242,0.002331785267571636
5e767f6c99df851e0e93c629,3,E,8,0.777108529007279,0.9571802327578564,21.385140474229797,0.2185856705609208,0.0026988756883436437
5e767f6c99df851e0e93c629,3,E,9,0.6993113750049965,0.9582883584336043,20.737519727807726,0.18431151854421002,0.0030314461059380757
5e767f6c99df851e0e93c629,3,E,10,0.525832177944983,0.9627007786677981,21.117575946103425,0.1214270206962428,0.003015581329193109
